country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,most_impressing,total_cost,total_people,total_nights
3,1,0,4,0,0,3,2,1,1,1,0,1,0,0,0,0,4,0,1,0,52377000.0,4,4
3,1,0,2,2,0,3,2,1,1,1,1,1,0,0,0,0,7,1,0,0,32703560.0,4,7
21,1,2,1,1,0,7,2,1,1,1,1,1,0,0,0,0,14,0,1,3,10608000.0,2,14
39,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2486250.0,1,10
3,0,2,1,1,0,3,1,1,1,1,1,1,0,0,0,0,7,0,1,0,73261500.0,2,7
1,1,1,1,0,0,4,2,1,1,1,1,1,1,1,0,9,0,0,1,5,4044300.0,1,9
3,0,2,1,1,0,3,2,1,1,1,1,0,0,0,0,0,7,0,1,0,3093580.0,2,7
3,0,3,2,1,0,3,6,1,1,1,1,1,0,0,0,0,7,0,1,0,43675125.0,3,7
4,3,2,1,1,0,0,2,1,1,1,1,1,1,1,1,10,0,0,1,0,25194000.0,2,10
15,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,59500.0,1,2
21,1,2,1,1,0,0,2,1,1,1,1,0,1,1,1,6,7,0,1,4,15249000.0,2,13
3,0,2,1,1,0,3,2,1,1,1,1,1,0,0,0,0,7,0,0,4,23290238.0,2,7
36,1,0,3,0,6,5,0,0,0,0,0,0,0,0,0,6,0,0,1,3,152600.0,3,6
3,0,2,1,1,0,3,1,1,1,1,1,1,0,0,0,0,3,0,1,0,4072509.8,2,3
36,1,1,0,1,2,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1491750.0,1,3
36,3,1,0,1,2,5,0,1,0,1,1,1,0,0,0,4,0,0,1,0,1823250.0,1,4
36,1,1,0,1,2,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,1657500.0,1,4
3,3,1,0,1,0,0,2,1,1,1,1,1,1,0,0,4,3,2,1,5,7490869.8,1,7
21,2,2,1,1,0,3,2,1,1,1,1,1,0,1,1,0,7,0,1,3,6581057.0,2,7
89,0,1,0,1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,250000.0,1,1
11,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,122000.0,1,4
35,1,0,0,2,2,3,6,0,0,0,0,0,0,0,0,2,0,0,1,4,281775.0,2,2
15,1,2,1,2,1,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,275495.22,3,3
55,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54000.0,1,1
11,1,1,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,219000.0,1,1
35,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,1607775.0,1,2
35,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,200000.0,1,3
35,1,1,0,1,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,745875.0,1,3
29,1,1,0,1,2,0,7,0,0,0,0,0,0,0,0,5,0,0,0,3,2320500.0,1,5
29,1,1,0,1,1,5,0,0,0,0,0,0,0,0,0,6,0,0,1,3,355000.0,1,6
66,0,0,0,2,0,0,2,1,1,1,1,1,1,1,1,4,0,0,1,4,497250.0,2,4
21,0,1,1,0,0,3,0,1,1,1,1,1,0,1,1,0,7,0,1,1,8058765.0,1,7
35,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,663000.0,1,2
55,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,50000.0,1,3
29,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,60,0,0,0,3,1200000.0,1,60
19,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,5,6,0,1,0,19755742.5,0,11
35,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,248625.0,1,1
36,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,704437.5,1,4
20,1,4,3,2,0,0,0,1,1,1,0,1,1,1,1,7,0,0,1,2,27058687.5,5,7
20,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,14,6,0,1,4,1657500.0,2,20
4,0,2,1,1,0,0,2,1,1,1,1,1,1,1,1,6,4,0,1,0,72833280.0,2,10
4,2,2,1,1,0,0,1,1,0,1,1,1,1,1,1,7,5,0,0,4,8287500.0,2,12
2,1,2,1,1,0,3,2,0,0,0,0,0,0,0,0,5,5,0,1,4,6630000.0,2,10
35,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,50724.0,1,3
19,1,0,6,6,0,3,2,0,0,0,0,0,0,0,0,4,4,1,1,3,500000.0,12,8
21,1,2,1,1,0,3,1,1,1,1,1,1,0,0,1,0,7,0,1,0,8802982.5,2,7
14,1,4,3,1,1,3,0,0,0,0,0,0,0,0,0,36,2,0,0,0,6807990.0,4,38
36,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,195000.0,1,5
4,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,6,0,1,4,2486250.0,2,7
15,0,4,1,3,0,7,0,0,0,0,0,0,0,0,0,0,7,1,1,4,6630000.0,4,7
15,0,2,1,1,0,3,2,1,1,1,1,1,1,0,0,0,3,0,1,0,5386875.0,2,3
21,1,4,2,2,0,3,2,1,1,1,1,1,0,0,1,0,7,0,1,0,12265500.0,4,7
20,0,2,1,1,0,0,6,1,0,1,1,1,1,1,0,7,7,0,1,0,10110750.0,2,14
18,1,2,1,1,0,3,6,0,0,0,0,0,0,0,0,20,0,0,1,0,3397875.0,2,20
4,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,2154750.0,1,11
8,3,2,1,1,0,0,4,1,1,1,1,1,1,1,0,7,0,1,1,4,15746250.0,2,7
21,1,0,1,1,0,0,3,1,0,1,1,1,1,1,0,10,0,0,1,1,9945000.0,2,10
30,2,1,0,1,4,0,2,1,0,1,1,1,0,0,0,10,0,0,1,4,2071875.0,1,10
30,1,1,1,0,0,0,2,1,0,1,1,1,1,1,0,5,0,0,1,4,2362935.0,1,5
17,1,2,1,1,0,0,2,1,0,1,1,1,1,1,0,6,0,0,1,0,4992526.0,2,6
8,1,2,1,1,0,0,2,1,1,1,1,1,1,1,1,5,0,0,1,4,12190912.5,2,5
4,3,1,1,0,3,2,2,1,1,1,1,1,0,0,0,4,0,0,0,0,5469750.0,1,4
1,1,1,1,0,0,0,2,1,0,1,1,1,1,0,0,5,0,0,1,4,5154825.0,1,5
15,0,1,0,1,3,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,828750.0,1,2
19,1,4,7,0,0,0,2,1,1,0,0,1,0,0,1,0,6,0,1,3,6581057.0,7,6
1,2,1,0,1,0,3,1,0,0,0,0,0,0,0,0,6,7,0,1,4,114500.0,1,13
30,1,2,1,1,0,0,2,1,1,1,0,1,1,1,0,16,5,0,1,4,23370750.0,2,21
19,0,2,2,2,0,0,2,1,1,1,1,1,1,0,0,4,3,0,1,3,15885310.0,4,7
1,1,1,0,1,0,4,0,1,0,1,1,1,1,0,0,14,0,0,0,0,9047259.0,1,14
4,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,60,0,0,1,3,994500.0,1,60
1,1,2,1,1,0,0,2,1,0,1,1,1,1,1,0,7,0,0,1,4,8900775.0,2,7
4,0,1,1,0,0,0,2,1,0,1,1,1,1,1,0,2,0,0,1,6,3978000.0,1,2
10,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,5,3513900.0,5,12
3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,883880.0,2,1
4,0,1,1,0,3,2,2,1,1,1,1,1,0,0,0,6,0,0,1,0,5884125.0,1,6
20,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,4,4,0,1,4,2013862.5,1,8
21,0,2,1,1,0,3,2,1,1,1,1,1,1,1,0,0,7,0,1,4,10552384.5,2,7
15,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,53500.0,1,5
1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,994500.0,1,61
3,1,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,6,0,1,3,4839900.0,2,6
20,1,2,1,1,0,3,2,1,0,1,1,1,0,0,0,0,4,0,1,0,5469750.0,2,4
20,1,2,1,1,0,0,2,1,1,1,1,1,1,1,1,7,3,0,1,4,1134665.0,2,10
19,1,2,1,1,0,0,6,1,1,1,1,1,0,1,1,15,5,0,1,3,994500.0,2,20
21,1,2,1,1,0,3,2,1,1,1,1,1,1,0,1,0,7,0,1,1,8169588.0,2,7
19,2,4,3,1,0,3,2,1,1,1,1,1,1,1,0,0,15,0,1,4,828750.0,4,15
35,1,1,0,1,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,497250.0,1,2
35,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,3,0,0,1,5,497250.0,2,3
20,0,4,2,3,0,0,2,1,1,1,1,1,1,1,1,12,4,0,1,5,43095000.0,5,16
4,1,1,0,1,0,0,3,1,0,1,1,1,1,1,0,9,0,0,0,4,13260000.0,1,9
19,1,0,7,5,0,0,2,1,1,0,0,0,1,0,1,15,6,0,1,3,7375322.5,12,21
21,1,0,1,1,0,3,2,1,1,1,1,1,0,0,1,0,7,0,1,0,7774724.58,2,7
19,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4,6,0,1,1,3315000.0,2,10
35,0,1,0,1,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,663200.0,1,2
30,1,1,0,1,3,7,1,0,0,0,0,0,0,0,0,0,10,0,1,0,1657500.0,1,10
14,0,0,2,4,0,7,1,1,1,0,1,1,0,0,0,0,14,0,1,0,3630928.0,6,14
36,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,655000.0,1,9
30,0,1,1,0,0,0,2,1,1,1,1,1,1,1,0,6,0,0,1,4,21895575.0,1,6
8,0,2,1,1,0,0,2,1,0,1,1,1,1,1,0,7,0,0,1,4,1823250.0,2,7
14,1,2,1,1,0,0,0,1,1,1,1,1,1,1,0,9,9,0,1,4,453866.0,2,18
20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,3315000.0,1,16
43,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2569125.0,1,6
2,1,0,1,4,0,0,2,1,1,1,1,1,0,0,0,3,1,0,0,4,19475625.0,5,4
1,2,1,1,0,0,4,2,1,1,1,1,1,0,1,0,12,3,0,1,4,5304000.0,1,15
21,1,2,1,1,0,7,1,1,1,1,1,1,0,0,0,0,7,0,1,2,2496263.0,2,7
60,0,1,1,0,0,4,0,1,0,1,1,1,1,1,0,6,0,0,1,5,4011150.0,1,6
21,1,4,2,2,0,3,2,1,1,1,1,1,0,0,0,0,7,0,1,1,907732.0,4,7
60,1,1,1,0,0,4,0,1,0,1,1,1,1,1,0,6,0,0,1,3,4092367.5,1,6
15,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,1,3315000.0,1,8
65,1,2,1,1,0,0,2,1,0,1,1,1,1,1,1,5,0,3,1,3,1657500.0,2,5
4,1,1,0,1,0,0,2,1,0,1,1,1,1,1,0,5,0,0,1,4,3480750.0,1,5
67,0,3,1,1,0,0,2,1,1,1,1,1,1,1,1,7,0,0,1,0,12845625.0,2,7
15,0,4,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,953062.5,3,2
21,1,2,1,1,0,0,2,1,1,1,1,1,1,1,1,15,0,0,1,0,1917583.85,2,15
14,0,2,1,1,0,0,2,1,1,1,1,1,1,1,1,12,0,0,1,5,7060950.0,2,12
14,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,4538660.0,2,28
14,0,4,1,2,0,0,6,1,1,1,1,1,1,1,0,13,0,0,1,4,9862125.0,3,13
19,1,1,1,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,828750.0,1,0
4,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,165750.0,1,3
35,1,1,0,1,2,3,1,0,0,0,0,0,0,0,0,2,0,0,1,4,375760.0,1,2
42,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,262000.0,1,3
36,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,596000.0,2,2
42,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,5,0,0,1,5,425760.0,1,5
30,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,6,0,1,1,4,203872.5,1,6
29,1,1,1,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,254024.0,1,2
3,1,1,0,1,1,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4661400.0,1,1
36,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,596000.0,2,2
30,0,1,1,0,0,0,2,1,1,1,1,1,1,1,0,6,0,1,1,4,1077375.0,1,6
26,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1,500000.0,1,13
35,1,2,1,1,6,5,3,0,0,0,0,0,0,0,0,1,0,0,1,0,200000.0,2,1
30,1,1,1,0,0,0,2,1,1,1,1,1,1,1,0,6,6,1,1,0,1657500.0,1,12
3,0,1,0,1,2,0,1,1,1,1,1,1,0,0,0,5,0,1,1,0,2096737.5,1,5
3,1,1,1,0,2,0,3,0,0,0,0,0,0,0,0,5,0,0,0,5,1991535.0,1,5
20,0,0,3,3,0,0,2,1,1,1,1,1,1,1,0,6,4,1,1,0,42266250.0,6,10
1,0,4,2,1,0,3,2,1,1,1,1,0,1,0,0,0,10,0,1,4,17403750.0,3,10
1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22,3,0,1,3,853515.0,1,25
43,2,2,1,1,1,1,6,0,0,0,0,0,0,0,0,0,13,0,1,2,157770.4,2,13
57,0,4,1,2,0,3,3,0,0,0,0,0,0,0,0,0,11,0,1,0,4077450.0,3,11
20,0,2,1,1,0,3,2,1,1,1,1,1,1,1,1,6,2,0,1,4,10608000.0,2,8
19,1,2,1,1,0,3,2,1,1,1,1,1,1,1,1,5,4,0,1,0,16429949.2,2,9
35,0,2,1,1,0,3,3,0,0,0,0,0,0,0,0,2,3,1,1,0,6795750.0,2,5
14,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,3978000.0,3,21
4,0,2,1,1,0,0,2,1,1,1,1,1,1,1,0,3,0,0,1,2,7790250.0,2,3
4,3,2,1,1,0,0,6,1,1,1,1,1,1,1,1,12,0,0,1,0,17735250.0,2,12
8,1,2,1,1,0,4,2,1,1,1,1,1,1,1,1,9,0,0,1,5,33150000.0,2,9
4,0,4,2,2,0,0,2,1,1,1,1,1,1,1,1,10,0,1,1,4,17403750.0,4,10
3,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2486250.0,1,7
27,2,0,0,2,4,0,6,0,0,0,0,0,0,0,0,90,5,0,1,4,992400.0,2,95
55,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,165000.0,2,2
35,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1773525.0,1,2
1,0,4,1,3,0,0,2,1,1,1,1,1,1,0,0,7,6,0,1,0,21547500.0,4,13
20,1,2,1,1,0,0,2,1,1,1,1,1,1,1,1,10,4,0,1,0,20514743.2,2,14
20,1,4,2,2,0,0,2,0,0,0,0,0,0,0,0,10,10,0,1,1,28840500.0,4,20
6,2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,23,14,0,0,4,5801250.0,1,37
21,0,2,1,1,0,3,2,1,1,1,1,1,1,1,1,0,7,0,1,0,8430045.0,2,7
4,1,2,1,1,0,0,0,1,1,0,0,1,1,0,0,12,7,0,1,0,9116250.0,2,19
27,1,4,5,1,0,0,2,1,1,1,0,1,1,1,0,14,7,1,1,0,81695880.0,6,21
20,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,10,5,0,1,3,3480750.0,1,15
64,0,4,3,1,0,3,6,0,0,0,0,0,0,0,0,3,12,0,1,4,33150000.0,4,15
21,1,0,1,1,1,3,2,1,1,1,1,0,0,0,1,0,7,0,1,3,9077320.0,2,7
4,2,1,1,0,0,0,2,1,0,1,1,1,1,1,0,4,0,0,1,1,3563625.0,1,4
1,2,0,2,2,0,0,2,1,1,1,1,1,1,1,0,11,6,0,1,5,580125.0,4,17
15,0,4,1,2,1,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,283140.0,3,2
1,1,1,1,0,6,4,2,1,1,1,1,1,0,0,1,9,0,0,1,5,4972500.0,1,9
39,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,65,0,0,1,4,49725000.0,3,65
4,0,4,2,3,0,0,1,1,0,1,1,1,1,1,0,14,3,0,1,4,21133125.0,5,17
25,2,1,0,1,0,0,2,1,0,1,1,1,1,1,0,3,0,0,1,4,2734875.0,1,3
3,0,0,1,1,0,3,1,1,1,1,1,1,0,1,1,0,7,0,1,3,12182625.0,2,7
14,2,1,1,0,0,3,2,0,0,0,0,0,0,0,0,11,4,0,0,2,1300000.0,1,15
4,0,1,1,0,0,0,2,1,0,1,1,1,1,1,0,7,7,0,1,5,6630000.0,1,14
27,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,19,0,1,5,10211985.0,1,19
35,1,1,0,1,2,0,2,1,1,1,1,1,0,0,0,3,3,0,1,3,331500.0,1,6
21,1,2,1,1,0,3,2,1,1,1,1,0,0,0,0,0,7,0,1,4,7375322.5,2,7
21,1,2,1,1,0,1,2,1,1,1,1,0,0,0,1,0,7,0,1,4,7261856.0,2,7
35,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,1,1,340000.0,1,3
27,0,3,1,3,0,0,2,1,1,1,1,1,0,1,0,10,4,0,1,4,23205000.0,4,14
21,0,2,1,1,0,1,2,1,1,1,1,1,0,1,1,0,7,0,1,4,11028943.8,2,7
20,0,2,1,1,0,0,2,1,1,1,1,1,0,1,1,11,5,0,1,4,24862500.0,2,16
21,1,2,1,1,0,3,2,1,1,1,1,1,0,0,0,0,7,0,1,3,6817067.32,2,7
1,1,1,1,0,0,4,6,1,1,1,0,1,0,1,0,9,4,0,1,0,8967075.0,1,13
34,1,1,1,0,0,4,1,1,1,1,0,1,0,0,0,9,4,0,1,0,6464250.0,1,13
17,1,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,5,0,1,0,1823250.0,1,5
60,1,1,0,1,0,4,1,1,1,1,1,1,1,1,0,9,0,0,1,4,4823325.0,1,9
21,2,2,1,1,0,3,2,1,1,1,1,1,0,0,1,0,14,0,1,4,8827693.7,2,14
1,0,0,2,1,0,0,1,1,1,1,1,1,1,0,0,4,5,0,1,5,14794260.0,3,9
4,0,2,1,1,0,4,0,1,0,0,0,0,0,0,0,13,5,0,1,0,6795750.0,2,18
3,0,2,1,1,0,3,2,1,0,1,1,0,0,1,0,0,7,1,1,6,341836.0,2,7
3,0,2,1,1,0,1,3,1,1,1,1,1,0,0,0,6,1,0,0,5,7796880.0,2,7
1,3,2,1,1,0,3,2,0,0,0,0,0,0,0,0,5,5,1,1,0,11602500.0,2,10
21,1,2,1,1,0,3,3,1,1,1,1,1,0,0,0,0,7,0,1,4,7261856.0,2,7
90,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,10,9,0,1,4,1657500.0,1,19
29,0,0,2,3,1,5,6,0,0,0,0,0,0,0,0,21,0,0,0,0,4143750.0,5,21
1,2,1,1,0,0,4,0,0,0,0,0,0,0,0,0,6,4,0,1,0,1361598.0,1,10
29,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,200000.0,1,21
55,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,110000.0,1,1
35,1,1,0,1,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,4,663000.0,1,2
29,1,1,0,1,4,5,1,0,0,0,0,0,0,0,0,14,0,0,0,1,400000.0,1,14
29,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,15,0,0,1,2,517000.0,1,15
21,1,2,1,1,0,1,2,1,1,1,1,1,0,1,1,0,7,0,1,4,6298500.0,2,7
21,1,1,1,1,0,3,2,1,1,1,1,1,0,0,0,0,7,0,1,0,1565837.7,2,7
1,1,4,2,0,1,5,0,0,0,0,0,0,0,0,0,14,0,0,0,3,250000.0,2,14
3,1,0,1,1,0,0,2,1,1,1,1,1,1,1,1,2,0,1,0,0,99450000.0,2,2
23,2,1,0,1,5,0,0,0,0,0,0,0,0,0,0,55,0,0,1,3,1077375.0,1,55
20,1,4,2,3,0,3,1,1,1,1,1,0,0,0,1,0,7,0,1,4,21672101.5,5,7
35,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,5,182325.0,2,3
21,1,2,1,1,0,3,2,1,1,1,1,1,0,0,0,0,7,0,1,0,9531186.0,2,7
43,0,2,1,1,1,5,0,1,0,1,0,0,0,0,0,30,0,0,0,0,3812250.0,2,30
19,1,2,1,1,0,3,2,1,1,1,1,1,0,1,1,0,6,0,1,3,663000.0,2,6
35,1,3,1,2,1,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,497250.0,3,2
35,1,1,0,1,2,0,7,0,0,0,0,0,0,0,0,4,0,0,0,4,265200.0,1,4
55,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,167000.0,1,4
21,1,2,1,1,0,3,6,1,1,1,1,0,0,0,1,0,13,0,1,0,9531186.0,2,13
11,2,1,1,0,1,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,550000.0,1,4
35,1,1,0,1,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,248625.0,1,2
21,1,2,1,1,0,3,2,1,1,1,1,1,0,1,1,0,7,0,1,4,8963853.5,2,7
4,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,30,0,0,1,4,15414750.0,3,30
14,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,27,2,0,0,3,680799.0,1,29
26,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,356000.0,2,4
14,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,3,656200.0,4,4
21,2,0,2,2,0,3,2,1,1,1,1,0,0,0,0,0,7,0,1,1,1588531.0,4,7
4,0,1,1,0,0,0,2,1,0,1,1,1,1,1,1,5,0,0,1,2,8121750.0,1,5
81,1,2,1,1,0,3,6,1,1,1,1,1,0,0,1,5,5,0,1,0,13162114.0,2,10
1,2,1,0,1,4,0,1,0,0,0,0,0,0,0,0,24,0,0,1,0,2560545.0,1,24
26,0,2,1,1,0,3,2,0,0,0,0,0,0,0,0,0,15,0,1,4,4972500.0,2,15
15,1,1,0,1,3,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,82875.0,1,2
4,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,7,0,0,1,0,3580200.0,2,7
15,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,215186.4,1,7
22,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,6,0,1,1,3315000.0,2,6
26,2,0,3,1,0,0,2,1,1,1,1,1,1,1,0,7,7,0,1,4,215000.0,4,14
19,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,6,4,0,1,4,16906500.0,2,10
42,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,110000.0,1,2
3,0,1,1,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,1,3,663000.0,1,2
3,1,2,1,1,0,3,1,1,1,1,1,1,0,0,0,0,7,0,1,0,3911700.0,2,7
4,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,4,0,0,0,0,7491900.0,1,4
1,1,1,0,1,0,4,1,1,1,1,1,1,1,1,0,9,0,0,1,0,4757025.0,1,9
20,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,11,6,0,1,0,414375.0,1,17
4,0,1,0,1,0,0,2,1,0,1,1,1,1,1,0,7,0,0,1,0,5138250.0,1,7
3,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,19890000.0,2,5
30,1,1,0,1,0,0,2,1,0,1,1,1,1,1,0,10,4,0,1,0,5469750.0,1,14
36,1,1,0,1,2,0,3,0,0,0,0,0,0,0,0,4,0,0,1,2,330000.0,1,4
30,1,0,2,0,5,4,0,0,0,0,0,0,0,0,0,42,7,0,1,0,9099675.0,2,49
20,2,2,1,1,0,1,2,1,1,1,1,1,0,0,0,0,10,0,1,3,11800516.0,2,10
4,0,1,1,0,0,4,2,1,0,1,1,1,1,1,0,13,2,0,1,1,9945000.0,1,15
21,0,2,1,1,0,3,2,1,1,1,1,1,0,0,0,0,7,0,1,1,8453250.0,2,7
36,1,1,0,1,6,5,0,0,0,0,0,0,0,0,0,5,0,0,1,5,500000.0,1,5
21,0,2,1,1,0,3,2,1,1,1,1,1,1,1,1,0,14,0,1,1,8950500.0,2,14
34,2,0,2,2,0,3,3,0,0,0,0,0,0,0,0,4,4,0,1,0,268940.0,4,8
19,0,1,1,2,0,0,2,1,1,1,1,0,1,1,1,11,3,0,1,2,6961500.0,3,14
35,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,994500.0,2,1
3,1,2,1,1,0,3,2,1,1,1,1,1,0,1,1,0,5,0,1,5,33315750.0,2,5
20,0,3,1,1,0,0,2,1,1,1,1,1,0,1,0,7,6,0,1,0,16906500.0,2,13
30,1,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,4,1,1,5,2486250.0,3,4
4,3,1,1,0,1,0,2,1,1,1,1,1,1,1,0,5,0,0,1,0,7558200.0,1,5
35,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,992000.0,2,2
19,1,0,1,1,0,0,2,1,1,1,1,1,0,0,0,10,9,1,1,4,13260000.0,2,19
35,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,1989000.0,1,2
20,0,4,1,2,0,3,2,1,1,1,1,1,1,1,1,4,3,0,1,2,29955156.0,3,7
1,0,4,1,1,0,0,2,1,0,1,1,1,1,1,1,5,3,0,1,0,11408650.5,2,8
35,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,497250.0,1,1
36,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,150000.0,1,2
1,2,1,0,1,0,1,0,1,0,1,1,0,0,1,0,20,0,0,1,0,11380200.0,1,20
3,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0,3,0,0,1,1,109395.0,1,3
4,0,2,1,1,0,0,2,1,0,1,1,1,1,1,0,5,0,0,1,4,2817750.0,2,5
15,1,4,5,4,0,0,2,1,0,1,1,1,1,1,0,3,0,1,0,4,16669477.5,9,3
52,0,1,0,1,0,4,6,0,0,0,0,0,0,0,0,11,0,0,1,5,2428237.5,1,11
8,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,45,5,0,0,5,82875000.0,1,50
14,0,3,1,1,0,0,2,1,1,1,1,1,1,1,0,5,0,0,1,4,16348253.32,2,5
30,0,1,1,0,0,0,2,1,0,1,1,1,1,1,0,5,0,0,1,5,5138250.0,1,5
1,0,4,2,1,0,0,2,1,1,1,1,1,1,1,1,7,0,0,1,5,19890000.0,3,7
